Nodetype,Name,propertiesMap
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,,"[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
Point,point_kit_m2l1_vessel_lg_1,"[""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name""]"
Point,part_large_gear_tray_point,"[""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name"",""visioncycle""]"
Point,medium_gear_vessel_1_point,"[""visioncycle"",""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name""]"
Point,part_large_gear_2_point,"[""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name"",""visioncycle""]"
Point,offset_part_gripper_point,"[""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name""]"
Point,part_medium_gear_2_point,"[""hasPoint_X"",""hasPoint_Z"",""type"",""hasPoint_Y"",""name"",""visioncycle""]"
Pose,pose_part_large_gear_vessel_lg_2,"[""type"",""name""]"
Pose,part_medium_gear_1_pose,"[""type"",""name""]"
Pose,kit_m2l1_pose_1,"[""type"",""name""]"
Pose,pose_kit_m2l1_vessel_mg_1,"[""type"",""name""]"
Pose,part_medium_gear_2_pose,"[""type"",""name""]"
Pose,pose_part_medium_gear_vessel_mg_2,"[""type"",""name""]"
Pose,part_medium_gear_3_pose,"[""type"",""name""]"
Pose,pose_part_large_gear_vessel_lg_1,"[""type"",""name""]"
Pose,part_medium_gear_4_pose,"[""type"",""name""]"
Pose,part_large_gear_1_pose,"[""type"",""name""]"
Pose,pose_kit_m2l1_vessel_lg_1,"[""type"",""name""]"
Pose,part_large_gear_tray_pose,"[""type"",""name""]"
Pose,pose_part_medium_gear_vessel_mg_1,"[""type"",""name""]"
Pose,kit_m2l1_pose_2,"[""type"",""name""]"
Pose,pose_kit_m2l1_vessel_mg_2,"[""type"",""name""]"
Pose,pose_part_medium_gear_vessel_mg_4,"[""type"",""name""]"
Pose,part_gripper_pose,"[""name"",""type""]"
Pose,medium_gear_vessel_1_pose,"[""type"",""name""]"
Pose,part_large_gear_2_pose,"[""type"",""name""]"
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,,[]
Pose,robot_pose,"[""name"",""type""]"
Pose,pose_part_medium_gear_vessel_mg_3,"[""type"",""name""]"
Pose,fanuc_cart_pose,"[""name"",""type""]"
Pose,offset_part_gripper_pose,"[""type"",""name""]"
PoseLocationIn,part_large_gear_1_location,"[""type"",""name""]"
PoseLocationIn,part_medium_gear_2_location,"[""type"",""name""]"
PoseLocationIn,part_medium_gear_1_location,"[""type"",""name""]"
PoseLocationIn,part_medium_gear_4_location,"[""type"",""name""]"
PoseLocationIn,part_large_gear_2_location,"[""type"",""name""]"
PoseLocationIn,part_medium_gear_3_location,"[""type"",""name""]"
PoseOnlyLocation,kit_m2l1_location_1,"[""type"",""name""]"
PoseOnlyLocation,fanuc_cart_location,"[""type"",""name""]"
PoseOnlyLocation,offset,"[""name"",""type""]"
PoseOnlyLocation,part_gripper_location,"[""type"",""name""]"
PoseOnlyLocation,medium_gear_vessel_1_location,"[""type"",""name""]"
PoseOnlyLocation,kit_m2l1_location_2,"[""type"",""name""]"
PoseOnlyLocation,large_gear_vessel_1_location,"[""type"",""name""]"
PoseOnlyLocation,robot_location,"[""name"",""type""]"
RelativeLocationIn,relative_location_in_1,"[""type"",""hasRelativeLocationIn_Description"",""name""]"
Robot,fanuc_robot,"[""hasRobot_MaximumLoadWeight"",""hasRobot_Description"",""name"",""type""]"
Slot,kit_m2l1_vessel_1_slot_lg_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,kit_m2l1_vessel_2_slot_lg_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,kit_m2l1_vessel_1_slot_mg_2,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,medium_gear_vessel_1_slot_2,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,kit_m2l1_vessel_2_slot_mg_2,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,large_gear_vessel_1_slot_2,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,medium_gear_vessel_1_slot_4,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,kit_m2l1_vessel_1_slot_mg_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,medium_gear_vessel_1_slot_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,kit_m2l1_vessel_2_slot_mg_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,large_gear_vessel_1_slot_1,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
Slot,medium_gear_vessel_1_slot_3,"[""hasSlot_ID"",""type"",""hasSlot_IsOccupied"",""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_kit_m2l1_vessel,"[""type"",""hasStockKeepingUnit_Weight"",""name"",""hasStockKeepingUnit_Description""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_kit_m2l1_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_kit_m2l1_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_kit_m2l1_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_kit_m2l1_vessel,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_medium_gear_vessel,"[""name""]"
StockKeepingUnit,sku_part_large_gear,"[""hasStockKeepingUnit_Description"",""type"",""hasStockKeepingUnit_Weight"",""name""]"
StockKeepingUnit,sku_part_large_gear,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_empty_slot_2_for_large_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_large_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_medium_gear_vessel,"[""type"",""hasStockKeepingUnit_Weight"",""name"",""hasStockKeepingUnit_Description""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_empty_slot_for_medium_gear_in_large_gear_vessel,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
StockKeepingUnit,sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt,"[""name""]"
