labels(n),n,keys(n)
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":-170.44,""visioncycle"":0,""hasPoint_X"":371.8}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":8.99,""visioncycle"":0,""hasPoint_X"":453.07}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":47.75,""visioncycle"":0,""hasPoint_X"":360.67}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":88.4,""visioncycle"":0,""hasPoint_X"":454.72}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":68.67,""visioncycle"":0,""hasPoint_X"":643}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":-206.47,""visioncycle"":0,""hasPoint_X"":469.24}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":-170.44,""visioncycle"":0,""hasPoint_X"":371.8}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":8.99,""visioncycle"":0,""hasPoint_X"":453.07}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":47.75,""visioncycle"":0,""hasPoint_X"":360.67}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":88.4,""visioncycle"":0,""hasPoint_X"":454.72}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt_in_pt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":68.67,""visioncycle"":0,""hasPoint_X"":643}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":-206.47,""visioncycle"":0,""hasPoint_X"":469.24}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":-170.44,""visioncycle"":0,""hasPoint_X"":371.8}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":8.99,""visioncycle"":0,""hasPoint_X"":453.07}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":47.75,""visioncycle"":0,""hasPoint_X"":360.67}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_medium_gear_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt_in_kt""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-148,""hasPoint_Y"":88.4,""visioncycle"":0,""hasPoint_X"":454.72}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Part""]","{""name"":""part_large_gear_3"",""visioncycle"":0}","[""name"",""visioncycle""]"
"[""StockKeepingUnit""]","{""name"":""sku_part_large_gear""}","[""name""]"
[],{},[]
"[""Pose""]",{},[]
"[""Point""]","{""hasPoint_Z"":-158,""hasPoint_Y"":235.06,""visioncycle"":0,""hasPoint_X"":421.58}","[""hasPoint_X"",""hasPoint_Z"",""hasPoint_Y"",""visioncycle""]"
"[""Vector""]","{""hasVector_K"":0,""hasVector_J"":0,""hasVector_I"":1}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
"[""Vector""]","{""hasVector_K"":1,""hasVector_J"":0,""hasVector_I"":0}","[""hasVector_J"",""hasVector_I"",""hasVector_K""]"
